cap,location
"Representatives shall be apportioned among the several States according to their respective numbers, counting the whole number of persons in each State, excluding Indians not taxed.",['office']
"Do you know, you are a terrible chap for all your innocent airs, continued the vicomte.",['office']
"Another voice, from a man of medium height with clear blue eyes, particularly striking among all these drunken voices by its sober ring, cried from the window: Come here; part the bets!",['office']
"Pierre drank one glass after another, looking from under his brows at the tipsy guests who were again crowding round the window, and listening to their chatter.",['office']
"Now and then they glanced at one another, hardly able to suppress their laughter.",['office']
"She evidently considered it proper to show an interest in the general conversation by smiling, but in spite of herself her eyes under their thick long lashes watched her cousin who was going to join the army, with such passionate girlish adoration that her smile could not for a single instant impose upon anyone, and it was clear that the kitten had settled down only to spring up with more energy and again play with her cousin as soon as they too could, like Natasha and Boris, escape from the drawing room.",['office']
"Within half an hour adjutants had been sent in various directions with orders which showed that the Russian troops, who had hitherto been inactive, would also soon have to meet the enemy.",['office']
"You don't wish to apologize, but, man, it's not only to him but to the whole regiment--all of us--you're to blame all round.",['office']
"Carelessly holding in his stallion that was neighing and pawing the ground, eager to rejoin its fellows, he watched his squadron draw nearer.",['office']
"On the high ground where the enemy was, the smoke of a cannon rose, and a ball flew whistling over the heads of the hussar squadron.",['office']
"But this sort of thing is the very devil, with them shooting at you like a target.",['office']
"He has a passion for giving audiences, but he does not like talking himself and can't do it, as you will see.",['office']
"He looked with disdain at the endless confused mass of detachments, carts, guns, artillery, and again baggage wagons and vehicles of all kinds overtaking one another and blocking the muddy road, three and sometimes four abreast.",['office']
"Several battalions of soldiers, in their shirt sleeves despite the cold wind, swarmed in these earthworks like a host of white ants; spadefuls of red clay were continually being thrown up from behind the bank by unseen hands.",['office']
"At Grunth also some apprehension and alarm could be felt, but the nearer Prince Andrew came to the French lines the more confident was the appearance of our troops.",['office']
"Soldiers scattered over the whole place were dragging logs and brushwood and were building shelters with merry chatter and laughter; around the fires sat others, dressed and undressed, drying their shirts and leg bands or mending boots or overcoats and crowding round the boilers and porridge cookers.",['office']
"Besides the soldiers who formed the picket line on either side, there were many curious onlookers who, jesting and laughing, stared at their strange foreign enemies.",['office']
"But the guns remained loaded, the loopholes in blockhouses and entrenchments looked out just as menacingly, and the unlimbered cannon confronted one another as before.",['office']
"Of course you artillery men are very wise, because you can take everything along with you--vodka and snacks.",['office']
"Prince Andrew noticed, however, that though what happened was due to chance and was independent of the commander's will, owing to the tact Bagration showed, his presence was very valuable.",['office']
"Suddenly one shot after another rang out from the French, smoke appeared all along their uneven ranks, and musket shots sounded.",['office']
"All were conscious of this unseen line, and the question whether they would cross it or not, and how they would cross it, agitated them all.",['office']
"The cannonade was dying down, but the rattle of musketry behind and on the right sounded oftener and nearer.",['office']
Could one possibly make out amid all that confusion what did or did not happen?,['office']
"He did not find Prince Andrew in Olmutz that day, but the appearance of the town where the headquarters and the diplomatic corps were stationed and the two Emperors were living with their suites, households, and courts only strengthened his desire to belong to that higher world.",['office']
"In the market place, where there had been some rather heavy firing before the Emperor's arrival, lay several killed and wounded soldiers whom there had not been time to move.",['office']
"He beckoned to one of his white adjutants and asked some question--Most likely he is asking at what o'clock they started, thought Prince Andrew, watching his old acquaintance with a smile he could not repress as he recalled his reception at Brunn.",['office']
"Some said the report that the Emperor was wounded was correct, others that it was not, and explained the false rumor that had spread by the fact that the Emperor's carriage had really galloped from the field of battle with the pale and terrified Ober-Hofmarschal Count Tolstoy, who had ridden out to the battlefield with others in the Emperor's suite.",['office']
"Every ten seconds a cannon ball flew compressing the air around, or a shell burst in the midst of that dense throng, killing some and splashing with blood those near them.",['office']
"But the army, the Russian army, everyone declared, was extraordinary and had achieved miracles of valor.",['office']
"All Moscow repeated Prince Dolgorukov's saying: If you go on modeling and modeling you must get smeared with clay, suggesting consolation for our defeat by the memory of former victories; and the words of Rostopchin, that French soldiers have to be incited to battle by highfalutin words, and Germans by logical arguments to show them that it is more dangerous to run away than to advance, but that Russian soldiers only need to be restrained and held back!",['office']
"As usual, in their spare time, they lit bonfires, steamed themselves before them naked; smoked, picked out and baked sprouting rotten potatoes, told and listened to stories of Potemkin's and Suvorov's campaigns, or to legends of Alesha the Sly, or the priest's laborer Mikolka.",['office']
"Denisov spoke contemptuously of the whole matter, but Rostov knew him too well not to detect that (while hiding it from others) at heart he feared a court-martial and was worried over the affair, which was evidently taking a bad turn.",['office']
"He feared to give way to his thoughts, yet could not get rid of them.",['office']
Ilyin tried to imitate Rostov in everything and adored him as a girl might have done.,['office']
"There were only three tumblers, the water was so muddy that one could not make out whether the tea was strong or weak, and the samovar held only six tumblers of water, but this made it all the pleasanter to take turns in order of seniority to receive one's tumbler from Mary Hendrikhovna's plump little hands with their short and not overclean nails.",['office']
"On the way he came upon a bush, his gallant horse cleared it, and almost before he had righted himself in his saddle he saw that he would immediately overtake the enemy he had selected.",['office']
"His pale and mud-stained face--fair and young, with a dimple in the chin and light-blue eyes--was not an enemy's face at all suited to a battlefield, but a most ordinary, homelike face.",['office']
"Rostov galloped back with the rest, aware of an unpleasant feeling of depression in his heart.",['office']
"Many people were hurrying through the streets and there were many soldiers, but cabs were still driving about, tradesmen stood at their shops, and service was being held in the churches as usual.",['office']
"All this naked white human flesh, laughing and shrieking, floundered about in that dirty pool like carp stuffed into a watering can, and the suggestion of merriment in that floundering mass rendered it specially pathetic.",['office']
"Some of the men bared their heads, others stared at the new arrivals without doffing their caps.",['office']
"Pierre pointed to another knoll in the distance with a big tree on it, near a village that lay in a hollow where also some campfires were smoking and something black was visible.",['office']
"He ordered the portrait to be carried outside his tent, that the Old Guard, stationed round it, might not be deprived of the pleasure of seeing the King of Rome, the son and heir of their adored monarch.",['office']
"The dispositions drawn up by Weyrother for the battle of Austerlitz were a model of perfection for that kind of composition, but still they were criticized--criticized for their very perfection, for their excessive minuteness.",['office']
"was a prisoner, and that another man had been bayoneted in the back before his eyes, for hardly had he run into the redoubt before a thin, sallow-faced, perspiring man in a blue uniform rushed on him sword in hand, shouting something.",['office']
"Kutuzov made a grimace and sent an order to Dokhturov to take over the command of the first army, and a request to the duke--whom he said he could not spare at such an important moment--to return to him.",['office']
"Napoleon did not give his Guards, not because he did not want to, but because it could not be done.",['office']
"But all that evening and next day reports came in one after another of unheard-of losses, of the loss of half the army, and a fresh battle proved physically impossible.",['office']
"The lady who, afraid of being stopped by Count Rostopchin's orders, had already in June moved with her Negroes and her women jesters from Moscow to her Saratov estate, with a vague consciousness that she was not Bonaparte's servant, was really, simply, and truly carrying out the great work which saved Russia.",['office']
"As to the serfs the only indication was that three out of their huge retinue disappeared during the night, but nothing was stolen; and as to the value of their possessions, the thirty peasant carts that had come in from their estates and which many people envied proved to be extremely valuable and they were offered enormous sums of money for them.",['office']
"The cart was loaded high, and at the very top, beside a child's chair with its legs in the air, sat a peasant woman uttering piercing and desperate shrieks.",['office']
the mob were saying as if reproving one another for their lack of confidence.,['office']
"Like a monkey which puts its paw into the narrow neck of a jug, and having seized a handful of nuts will not open its fist for fear of losing what it holds, and therefore perishes, the French when they left Moscow had inevitably to perish because they carried their loot with them, yet to abandon what they had stolen was as impossible for them as it is for the monkey to open its paw and let go of its nuts.",['office']
"Before they had had time to secure quarters the soldiers ran out into the streets to see the city and, hearing that everything had been abandoned, rushed to places where valuables were to be had for the taking.",['office']
"We French are merciful after victory, but we do not pardon traitors, he added, with a look of gloomy dignity and a fine energetic gesture.",['office']
"Only a Frenchman could perform a great deed, and to save his life--the life of M. Ramballe, captain of the 13th Light Regiment--was undoubtedly a very great deed.",['office']
"said he quickly and energetically, and taking the arm of Pierre whom he had promoted to be a Frenchman for saving his life, he went with him into the room.",['office']
"You will be called in when you are wanted, he said.",['office']
"Had this man been endowed with the slightest capacity for perceiving the feelings of others, and had he at all understood what Pierre's feelings were, the latter would probably have left him, but the man's animated obtuseness to everything other than himself disarmed Pierre.",['office']
In their attitude toward him could still be felt both uncertainty as to who he might be--perhaps a very important person- and hostility as a result of their recent personal conflict with him.,['office']
"CHAPTER XII   After the execution Pierre was separated from the rest of the prisoners and placed alone in a small, ruined, and befouled church.",['office']
"Everything had been admirably thought out as is usual in dispositions, and as is always the case, not a single column reached its place at the appointed time.",['office']
"I needn't have been in such a hurry to pray about today, or have kept awake thinking everything over all night, thought he to himself.",['office']
"If in the descriptions given by historians, especially French ones, we find their wars and battles carried out in accordance with previously formed plans, the only conclusion to be drawn is that those descriptions are false.",['office']
"Panting and puffing, the major grumbled and growled at everybody because he thought he was being pushed and that they were all hurrying when they had nowhere to hurry to and were all surprised at something when there was nothing to be surprised at.",['office']
"During the hour Pierre watched them they all came flowing from the different streets with one and the same desire to get on quickly; they all jostled one another, began to grow angry and to fight, white teeth gleamed, brows frowned, ever the same words of abuse flew from side to side, and all the faces bore the same swaggeringly resolute and coldly cruel expression that had struck Pierre that morning on the corporal's face when the drums were beating.",['office']
"For the French retreating along the old Smolensk road, the final goal--their native land--was too remote, and their immediate goal was Smolensk, toward which all their desires and hopes, enormously intensified in the mass, urged them on.",['office']
"Denisov wore a Cossack coat, had a beard, had an icon of Nicholas the Wonder-Worker on his breast, and his way of speaking and everything he did indicated his unusual position.",['office']
"At Dorogobuzh while the soldiers of the convoy, after locking the prisoners in a stable, had gone off to pillage their own stores, several of the soldier prisoners tunneled under the wall and ran away, but were recaptured by the French and shot.",['office']
"Kutuzov never talked of forty centuries looking down from the Pyramids, of the sacrifices he offered for the fatherland, or of what he intended to accomplish or had accomplished; in general he said nothing about himself, adopted no prose, always appeared to be the simplest and most ordinary of men, and said the simplest and most ordinary things.",['office']
"Another section amid the regimental wagons and horses which were standing in a group was busy getting out caldrons and rye biscuit, and feeding the horses.",['office']
The Emperor's displeasure with Kutuzov was specially increased at Vilna by the fact that Kutuzov evidently could not or would not understand the importance of the coming campaign.,['office']
"To put it bluntly, we do not assume that our children obtain permanent possessions from their study of history in the lower grades.",['school']
"We have been at great pains to make our text clear, simple, and direct; but we have earnestly sought to stretch the intellects of our readers--to put them upon their mettle.",['school']
"Chapter III  SOCIAL AND POLITICAL PROGRESS   Colonial life, crowded as it was with hard and unremitting toil, left scant leisure for the cultivation of the arts and sciences.",['school']
"The Puritans devised a catechism based upon their interpretation of the Bible, and, very soon after their arrival in America, they ordered all parents and masters of servants to be diligent in seeing that their children and wards were taught to read religious works and give answers to the religious questions.",['school']
Already the people of King George's province knew how precious a thing is the freedom of the press.,['school']
"Nevertheless, we are told, the people passed from gloom to glory when the news of peace arrived.",['school']
Sons and daughters from well-to-do Eastern homes sometimes brought softer manners; but the equality of life and the leveling force of labor in forest and field soon made them one in spirit with their struggling neighbors.,['school']
"Other institutions, especially the state universities of the West, opened their doors to women, and women were received into the professions of law and medicine.",['school']
"When the eager but misrepeated words had reached their destination in a cry of: The general to the third company, the missing officer appeared from behind his company and, though he was a middle-aged man and not in the habit of running, trotted awkwardly stumbling on his toes toward the general.",['school']
"The old prince used to approve of them for their endurance at work when they came to Bald Hills to help with the harvest or to dig ponds, and ditches, but he disliked them for their boorishness.",['school']
"During the whole time of his convalescence in Orel Pierre had experienced a feeling of joy, freedom, and life; but when during his journey he found himself in the open world and saw hundreds of new faces, that feeling was intensified.",['school']
"According to their accounts a reaction took place at that time in Russia also, and the chief culprit was Alexander I, the same man who according to them was the chief cause of the liberal movement at the commencement of his reign, being the savior of Russia.",['school']
"His cold, polite manner did not express his feeling for her (she knew that) but it concealed something, and until she could discover what that something was, she felt that she could not be at ease.",['school']
"It is one of the epics of civilization, this reclamation of the Southwest, and its heroes, thank God, are Americans.",['palm']
"The _heat_ of the inflamed part is to be attributed to the increased quantity of blood present in it, and the more superficial the affected area the more readily is the local increase of temperature detected by the hand.",['palm']
"The gaping of a wound, further, is more marked when the underlying tissues are in a state of tension--as, for example, in inflamed parts.",['palm']
"In a case of spastic contracture of the pronator muscles of the forearm, for example, an incision is made along the line of the median nerve above the bend of the elbow.",['palm']
"The flexor carpi radialis can then be joined up with the extensor digitorum communis by passing its tendon through an aperture in the interosseous membrane, or better still, through the pronator quadratus, as there is less likelihood of the formation of adhesions when the tendon passes through muscle than through interosseous membrane.",['palm']
"The hand assumes a characteristic attitude: the index and middle fingers are extended at the metacarpo-phalangeal joints owing to paralysis of the interosseous muscles attached to them; the little and ring fingers are hyper-extended at these joints in consequence of the paralysis of the lumbricals; all the fingers are flexed at the inter-phalangeal joints, the flexion being most marked in the little and ring fingers--claw-hand or _main en griffe_.",['palm']
The lesion consists in an overgrowth of epidermis which often presents an alveolar arrangement.,['palm']
_--This form usually follows upon infected wounds of the fingers--especially of the thumb or little finger--and is a frequent sequel to whitlow; it may also follow amputation of a finger.,['palm']
He lay just under the icons; his large thick hands outside the quilt.,['palm']
And so these historians also see and admit historical events which are exceptions to the theory.,['palm']
"=--As George Rogers Clark and Daniel Boone had stirred the snug Americans of the seaboard to seek their fortunes beyond the Appalachians, so now Kit Carson, James Bowie, Sam Houston, Davy Crockett, and John C. Fremont were to lead the way into a new land, only a part of which was under the American flag.",['valley']
"Even in the old days there had been a large class of white yeomen who owned no slaves and tilled the soil with their own hands, but they labored under severe handicaps.",['valley']
"It also had to consider questions of land tenure again, especially if the ideal of a nation of home-owning farmers was to be maintained.",['valley']
"Bagration called to him, and Tushin, raising three fingers to his cap with a bashful and awkward gesture not at all like a military salute but like a priest's benediction, approached the general.",['valley']
"Not expecting to come on the enemy down by the stream, and having stumbled on him in the fog, hearing no encouraging word from their commanders, and with a consciousness of being too late spreading through the ranks, and above all being unable to see anything in front or around them in the thick fog, the Russians exchanged shots with the enemy lazily and advanced and again halted, receiving no timely orders from the officers or adjutants who wandered about in the fog in those unknown surroundings unable to find their own regiments.",['valley']
"This whole transaction, shrewdly remarked Franklin of Braddock's campaign, gave us Americans the first suspicion that our exalted ideas of the prowess of British regular troops had not been well founded.",['bridge']
"On June 17, the American militia, by the stubborn defense of Bunker Hill, showed that it could make British regulars pay dearly for all they got.",['bridge']
"In short, he was of the age that had wrought American independence and set the government afloat.",['bridge']
"In the other parts, often rough and mountainous, where stood primeval forests of the finest woods, the railroads made good use of the timber.",['bridge']
"The blood supply of the proposed flap may influence its selection and the way in which it is fashioned; for example, a flap cut from the side of the head to fill a defect in the cheek, having in its margin of attachment or pedicle the superficial temporal artery, is more likely to take than a flap cut with its base above.",['bridge']
"replied a waggish soldier in a torn coat, with a wink, and passed on followed by another, an old man.",['bridge']
He now came to his former chief with an order from the commander of the rear guard.,['bridge']
"Two were misdirected and the shot went too high, but the last round fell in the midst of a group of hussars and knocked three of them over.",['bridge']
"*[2] In spite of the animation of his speech, Bilibin did not forget to pause after this mot to give time for its due appreciation.",['bridge']
"If Kutuzov decided to abandon the road connecting him with the troops arriving from Russia, he would have to march with no road into unknown parts of the Bohemian mountains, defending himself against superior forces of the enemy and abandoning all hope of a junction with Buxhowden.",['bridge']
But those who knew him intimately noticed that some great change had come over him that day.,['bridge']
They crossed the ferry where he had talked with Pierre the year before.,['bridge']
"Seeing, on the other side, some Cossacks (les Cosaques) and the wide-spreading steppes in the midst of which lay the holy city of Moscow (Moscou, la ville sainte), the capital of a realm such as the Scythia into which Alexander the Great had marched--Napoleon unexpectedly, and contrary alike to strategic and diplomatic considerations, ordered an advance, and the next day his army began to cross the Niemen.",['bridge']
"The troops, knowing of the Emperor's presence, were on the lookout for him, and when they caught sight of a figure in an overcoat and a cocked hat standing apart from his suite in front of his tent on the hill, they threw up their caps and shouted: Vive l'Empereur!",['bridge']
"General Campan's division did not seize the first fortification but was driven back, for on emerging from the wood it had to reform under grapeshot, of which Napoleon was unaware.",['bridge']
"Another prodded his horse with the butt end of a musket, and Pierre, bending over his saddlebow and hardly able to control his shying horse, galloped ahead of the soldiers where there was a free space.",['bridge']
"From the battlefield adjutants he had sent out, and orderlies from his marshals, kept galloping up to Napoleon with reports of the progress of the action, but all these reports were false, both because it was impossible in the heat of battle to say what was happening at any given moment and because many of the adjutants did not go to the actual place of conflict but reported what they had heard from others; and also because while an adjutant was riding more than a mile to Napoleon circumstances changed and the news he brought was already becoming false.",['bridge']
CHAPTER XXI   The Russian troops were passing through Moscow from two o'clock at night till two in the afternoon and bore away with them the wounded and the last of the inhabitants who were leaving.,['bridge']
"Whether Kutuzov was thinking of something entirely different when he spoke those words, or uttered them purposely, knowing them to be meaningless, at any rate Rostopchin made no reply and hastily left him.",['bridge']
"He did not then realize the significance of the burning of Moscow, and looked at the fires with horror.",['bridge']
"CHAPTER XIV   Through the cross streets of the Khamovniki quarter the prisoners marched, followed only by their escort and the vehicles and wagons belonging to that escort, but when they reached the supply stores they came among a huge and closely packed train of artillery mingled with private vehicles.",['bridge']
"Behind, along the riverside and across the Stone Bridge, were Ney's troops and transport.",['bridge']
But the baggage trains stretched out so that the last of Beauharnais' train had not yet got out of Moscow and reached the Kaluga road when the vanguard of Ney's army was already emerging from the Great Ordynka Street.,['bridge']
"CHAPTER IX   Having put on French greatcoats and shakos, Petya and Dolokhov rode to the clearing from which Denisov had reconnoitered the French camp, and emerging from the forest in pitch darkness they descended into the hollow.",['bridge']
"In reply to Lauriston's proposal of peace, he said: There can be no peace, for such is the people's will.",['bridge']
"CHAPTER X   The French army melted away at the uniform rate of a mathematical progression; and that crossing of the Berezina about which so much has been written was only one intermediate stage in its destruction, and not at all the decisive episode of the campaign.",['bridge']
"They did not talk seriously to him; when reporting to him or asking for his sanction they appeared to be fulfilling a regrettable formality, but they winked behind his back and tried to mislead him at every turn.",['bridge']
"The Southern states will first avail themselves of their new confederates to govern the East, and finally the Western states, multiplied in number, and augmented in population, will control the interests of the whole.",['urban']
"After some delay, Portsmouth, New Hampshire, was chosen as the meeting place for the spokesmen of the two warring powers.",['urban']
"The incubation period averages about forty days, but varies from a fortnight to seven or eight months, and is shorter in young than in old persons.",['urban']
"Although usually solitary, some are multiple from the outset--for example, fatty, fibrous, and bony tumours, warts, and fibroid tumours of the uterus.",['urban']
"(3) An _acute synovitis_ with peri-articular phlegmon is most often met with in the elbow, but it occurs also in the knee and ankle.",['urban']
"_See_ Common Peroneal Nerve    Extravasation of blood, 259    Exudates, varieties of, 33    Exudation cysts, 212    Eye, syphilitic lesions of, 160, 176, 177     Facial artery, compression of, 269     erysipelas, 107    Fainting, 249    Farcy, 125    Fascia, grafting of, 16    Fat embolism, 254     grafting of, 16    Fatty hernia, 187     tumours, 184    Feet, trench, 96    Femoral aneurysm, 318     artery compression of, 269     embolus of, 93     lymph glands, 323    Fever, 35    Fibro-adenoma, 202    Fibroblasts, 3    Fibroid, recurrent, of Paget, 199, 392, 420     uterine, 195    Fibroma, 194     of bone, 491     diffuse, 194     recurrent, of Paget, 199, 392, 420     of skin, 391     varieties of, 194    Fibromatosis, diffuse, 194    Fibro-myoma, 195    Fibro-sarcoma, 199    Fibrositis, varieties of, 372, 412    Filaria Bancrofti, 326    Filarial disease, 326    Finger, chancre of, 154     drop-, 411     mallet-, 411    Fingers, gouty affections of, 523     whitlow of, 55    Finsen light treatment, 138    Firearms, wounds by, 225, 227, 230    First intention, healing by, 2    Fistula, 60     congenital, 60     lymphatic, 325     varieties of, 60    Fluctuation, 49    Fomentations, 37, 41    Foot, cellulitis of, 58     drop-, 370     Madura, 129     perforating ulcer of, 73    Forci-pressure in haemorrhage, 271    Forearm, aneurysm of, 318     cellulitis of, 58    Foreign bodies, embedded, 6, 231    Fracture, pathological, 444    Fraenkel's pneumococcus, 28    Fragilitas ossium, 479    Friedlander's pneumo-bacillus, 28    Frost-bite, gangrene from, 95    Furunculus orientalis, 129     Galyl, 163    Ganglion, 214, 215, 217     compound palmar, 217, 423    Ganglionic neuroma, 353    Gangrene, 86     acute infective, 99       emphysematous, 102     from angio-sclerosis, 98     bacterial varieties of, 99     from burns and scalds, 95     cancrum oris, 102     carbolic, 95     from chemical agents, 95     clinical types of, 86       varieties of, 88     from constriction of vessels, 94     diabetic, 96     dry, 86     embolic, 92     from ergot, 98     from frost-bite, 95     gas, 102     from interference with circulation, 86     following ligation of arteries, 94     line of demarcation in, 87     malignant oedema, 101     moist, 87     noma, 102     phagedaena, 153     Raynaud's disease, 97     senile, 88     traumatic, 94     from trench feet, 96     white, 93     from whitlow, 99    Gas gangrene, 102    Gasserian ganglion, removal of, 375    Gauze, varieties of, 247    Gauze, sterilisation of, 245    Gelatin, injection of, in aneurysm, 309     in haemophilia, 280    Gelatinous degeneration of joints, 515    Giant cells, 3    Glanders, 123    Glands, lymph.",['urban']
"More than ten thousand people were still in Moscow on the first and second of September, and except for a mob in the governor's courtyard, assembled there at his bidding, nothing happened.",['urban']
"Had I been recognised in that den my life would not have been worth an hour's purchase; for I have used it before now for my own purposes, and the rascally Lascar who runs it has sworn to have vengeance upon me.",['moon']
"Then there is another note in the Morning Post to say that the marriage would be an absolutely quiet one, that it would be at St. George's, Hanover Square, that only half a dozen intimate friends would be invited, and that the party would return to the furnished house at Lancaster Gate which has been taken by Mr. Aloysius Doran.",['moon']
"But the instant that she was gone he realised how crushing a misfortune this would be for you, and how all-important it was to set it right.",['moon']
"At the visitors' request the young people sang the quartette, The Brook, with which everyone was delighted.",['moon']
"Yes, he thought, they are capital people, who of course have not the slightest idea what a treasure they possess in Natasha; but they are kindly folk and form the best possible setting for this strikingly poetic, charming girl, overflowing with life!",['moon']
"Dimmler began to play; Natasha went on tiptoe noiselessly to the table, took up a candle, carried it out, and returned, seating herself quietly in her former place.",['moon']
"Almost smiling, he gazed straight into her eyes with such an enraptured caressing look that it seemed strange to be so near him, to look at him like that, to be so sure he admired her, and not to be acquainted with him.",['moon']
"Yes, of course- he did not finish because their eyes meeting said the rest.",['moon']
"Larger ships carried the grain, live stock, cloth, and hardware of New England to the Southern colonies, where they were traded for tobacco, leather, tar, and ship timber.",['harbor']
"=--In 1806, Congress passed and Jefferson approved a non-importation act closing American ports to certain products from British dominions--a measure intended as a club over the British government's head.",['harbor']
"In 1872 Commander Meade, of the United States navy, alive to the importance of coaling stations even in mid-ocean, made a commercial agreement with the chief of Tutuila, one of the Samoan Islands, far below the equator, in the southern Pacific, nearer to Australia than to California.",['harbor']
It is just to use every legitimate means for the enlargement of American trade.,['harbor']
We should be rich men if we had $1000 for every poor devil who has been done to death in that den.,['river']
"In such circumstances, the inhabitants of the Mississippi Valley were forced to ship their produce over a long route by way of New Orleans and to pay high freight rates for everything that was brought across the mountains.",['river']
"=--As George Rogers Clark and Daniel Boone had stirred the snug Americans of the seaboard to seek their fortunes beyond the Appalachians, so now Kit Carson, James Bowie, Sam Houston, Davy Crockett, and John C. Fremont were to lead the way into a new land, only a part of which was under the American flag.",['river']
"The Illinois canal has not only swept the whole produce along the line of the Illinois River to the East, but it is drawing the products of the upper Mississippi through the same channel; thus depriving New Orleans and St. Louis of a rich portion of their former trade.",['river']
"Even in the old days there had been a large class of white yeomen who owned no slaves and tilled the soil with their own hands, but they labored under severe handicaps.",['river']
=--It is difficult to comprehend all the multitudinous activities of American business energy or to appraise its effects upon the life and destiny of the American people; for beyond the horizon of the twentieth century lie consequences as yet undreamed of in our poor philosophy.,['river']
"Please have a look at it--and Kutuzov with an ironical smile about the corners of his mouth read to the Austrian general the following passage, in German, from the Archduke Ferdinand's letter:   We have fully concentrated forces of nearly seventy thousand men with which to attack and defeat the enemy should he cross the Lech.",['river']
"Instead of an offensive, the plan of which, carefully prepared in accord with the modern science of strategics, had been handed to Kutuzov when he was in Vienna by the Austrian Hofkriegsrath, the sole and almost unattainable aim remaining for him was to effect a junction with the forces that were advancing from Russia, without losing his army as Mack had done at Ulm.",['river']
"The officers buttoned up their coats, buckled on their swords and pouches, and moved along the ranks shouting.",['river']
"Thoughts of home grew stronger the nearer he approached it--far stronger, as though this feeling of his was subject to the law by which the force of attraction is in inverse proportion to the square of the distance.",['river']
"In their service he risked his skin and his life twenty times a year, and in their service had lost more horses than the money he had from them would buy.",['river']
"He rode across one of the swaying pontoon bridges to the farther side, turned sharply to the left, and galloped in the direction of Kovno, preceded by enraptured, mounted chasseurs of the Guard who, breathless with delight, galloped ahead to clear a path for him through the troops.",['river']
"There were very few resident landlords in the neighborhood and also very few domestic or literate serfs, and in the lives of the peasantry of those parts the mysterious undercurrents in the life of the Russian people, the causes and meaning of which are so baffling to contemporaries, were more clearly and strongly noticeable than among others.",['river']
"It was much later, when reports on the battle of Borodino were written at leisure, that the incorrect and extraordinary statement was invented (probably to justify the mistakes of a commander in chief who had to be represented as infallible) that the Shevardino Redoubt was an advanced post--whereas in reality it was simply a fortified point on the left flank--and that the battle of Borodino was fought by us on an entrenched position previously selected, where as it was fought on a quite unexpected spot which was almost unentrenched.",['river']
Coming up toward him was a train of carts carrying men who had been wounded in the engagement the day before.,['river']
"Here and there over the whole of that blue expanse, to right and left of the forest and the road, smoking campfires could be seen and indefinite masses of troops--ours and the enemy's.",['river']
"Half an hour later Kutuzov left for Tatarinova, and Bennigsen and his suite, with Pierre among them, set out on their ride along the line.",['river']
"Above the Kolocha, in Borodino and on both sides of it, especially to the left where the Voyna flowing between its marshy banks falls into the Kolocha, a mist had spread which seemed to melt, to dissolve, and to become translucent when the brilliant sun appeared and magically colored and outlined everything.",['river']
"Europe would in this way soon have been, in fact, but one people, and anyone who traveled anywhere would have found himself always in the common fatherland.",['river']
"In proof of this there is the fact that the majority of the council voted for such a retreat, and above all there is the well-known conversation after the council, between the commander in chief and Lanskoy, who was in charge of the commissariat department.",['river']
"Yet subsequently, and for the rest of his life, he thought and spoke with enthusiasm of that month of captivity, of those irrecoverable, strong, joyful sensations, and chiefly of the complete peace of mind and inner freedom which he experienced only during those weeks.",['river']
He was in the bloom of youth; his person and address were pleasing; scandal imputed to him no vice; and flattery might without glaring absurdity ascribe to him many princely virtues.,['court']
"=--Having heard that France was inclining a friendly ear to the American cause, the Congress, in March, 1776, sent a commissioner to Paris, Silas Deane of Connecticut, often styled the first American diplomat.",['court']
They looked with distrust upon judges appointed at the national capital and emancipated from local interests and traditions; they remembered with what insistence they had claimed against Britain the right of local trial by jury and with what consternation they had viewed the proposal to make colonial judges independent of the assemblies in the matter of their salaries.,['court']
On the other hand the dalliance with American democracy was regarded by French conservatives as playing with fire.,['court']
"Since, however, the Constitution is supreme and superior to Congress, it is the duty of judges, under their oath of office, to sustain it against measures which violate it.",['court']
The government could not raise money to pay its debts or running expenses; it could not protect American commerce and manufactures against European competition; it could not stop the continual issues of paper money by the states; it could not intervene to put down domestic uprisings that threatened the existence of the state governments.,['court']
"ARTICLE VI  In all criminal prosecutions, the accused shall enjoy the right to a speedy and public trial, by an impartial jury of the State and district wherein the crime shall have been committed, which district shall have been previously ascertained by law, and to be informed of the nature and cause of the accusation; to be confronted with the witnesses against him; to have compulsory process for obtaining witnesses in his favor, and to have the assistance of counsel for his defence.",['court']
"There can be no doubt that excessive movement and jarring of a limb aggravates tuberculous disease of a joint; also that an injury may light up a focus that has been long quiescent, but we do not agree with those--Da Costa, for example--who maintain that injury may be a determining cause of tuberculosis.",['court']
"The prince stood still; his lively glittering eyes from under their thick, bushy eyebrows sternly scanned all present and rested on the little princess.",['court']
"Pierre tried several times to speak, but, on one hand, Prince Vasili did not let him and, on the other, Pierre himself feared to begin to speak in the tone of decided refusal and disagreement in which he had firmly resolved to answer his father-in-law.",['court']
"There had been many discussions and preparations for this ball in the Rostov family, many fears that the invitation would not arrive, that the dresses would not be ready, or that something would not be arranged as it should be.",['court']
"Julie met him in a gay, careless manner, spoke casually of how she had enjoyed yesterday's ball, and asked when he was leaving.",['court']
"On the twelfth of June, 1812, the forces of Western Europe crossed the Russian frontier and war began, that is, an event took place opposed to human reason and to human nature.",['court']
"I beg your Majesty's pardon, returned Balashev, besides Russia there is Spain, where there are also many churches and monasteries.",['court']
